item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
e938afe0bc81,63921d0f40f4,9,147,1,4,5,0,120,"1-к квартира, 32 м², 2/4 эт.","Однокомнатная квартира с ремонтом. В квартире выполнен качественный ремонт, Установлен газовый котёл, все счётчики учета. Дом сдан и частично заселён. Все коммуникации центральные.Рядом с домом остановка общественного транспорта, магазины, рынок. В непосредственной близости школа, садик , институт. Удобная транспортная развязка.",2.0788004858389715,47760,2017-03-15,2,12fa63cee94b88194316f36386eee3a491f3de905497be1ea970eae1ca55478f,56,0.05219
661f8172b2a6,e4775a94a035,24,63,0,6,2,40,37,Кроссовки,37 р-р 200 руб.,-0.28795385760519443,384,2017-03-22,0,c23ac3d90f00a59020dada0134337a17c564a2ef4d9f8716ec638019ce2a3d85,78,0.0
a4cecd63155c,ecd1ceefa1a5,0,17,0,6,2,40,38,Кроссовки деми 38р,"Кроссовки 38р 24,5см",-0.2879976896361494,98,2017-03-23,1,b43ec1bb24241fe664d537d0822ad29e9ac9a366525cc6fe65267c5b8f265007,129,0.0
0a69615fce0a,d9fce484d82a,8,134,1,4,5,2,120,"3-к квартира, 61.9 м², 1/5 эт.","Продам теплую,просторную,светлую квартиру на Тыргане. Все комнаты изолированные.На всех окнах стеклопакеты и решетки.На кухне и в ванной выложен современный кафель.На полу постелен линолеум. В прихожей и на кухне натяжные потолки. Квартира расположена рядом с фонтаном - уютным излюбленным местом отдыха горожан.В шаговой доступности находятся магазины, поликлиники взрослая и детская,автобусные остановки,детские сады и школы.",1.289823928649643,4,2017-03-27,1,10c8b40669ed8be0fb60f4b71a9d134005d92788ad31a67fa2df70e7ad2216cf,58,0.0
9e6269976fc2,1a01bdd9f03c,10,87,0,2,0,49,59,"Очаровательный комплект Bebus (Турция), 1-2 года","Продам очаровательный комплект Bebus (Турция), размер 24 мес (можно носить с 1-2 лет), б/у в отличном состоянии.",-0.2877785294813746,180,2017-03-19,0,9cdecfcc041eb2b1fff9bf52a1f6dcc259da6e4a1332d6036ccf65c7e01d69fb,7,0.0
6c1e4d63e4ea,90437649a068,22,160,0,2,0,43,4,Платье для девочки 10-12 лет,Элегантное кружевное  платье на подкладке INCITY (пр-во Турция). Надевали на выпускной в начальной школе.,-0.28751553729564483,12,2017-03-19,1,fc3898163d0cb1658ada18c8ca383b2d576bec745e111c93a0afc6f490f829fc,251,0.21407
ed366de935f8,c55c45025e05,18,142,0,2,0,43,59,Платье Mayoral,"Летнее платьице морской расцветки для маленькой принцессы. В хорошем состоянии, без пятен.",-0.28760320135755474,3,2017-03-21,1,95ac9adb340841f680b4023ef2453899898b481c96117e8675b43b35f7afcc62,251,0.27307
43a5bbee2738,09ecfe4202c7,9,147,1,4,5,0,120,"1-к квартира, 35 м², 2/5 эт.","Срочная продажа квартиры возле моря, удобно распланирована, мебель и техника остаются, центральные коммуникации, дом газифицирован, огороженная территория, у квартиры свое парковочное место, детская площадка на территории. Развитая инфраструктура: остановка рядом с домом, кафе, школа, море. Звонить в любое время.",2.780112981118375,967,2017-03-17,2,53cb7ab017100e2f6d1269e03d2d9729cea4be7cb04e97bc081670155a7a02ef,48,0.07332
3eb0c5b8326e,7693d92b53d6,19,54,0,6,3,28,55,Польто,Пальто укорочено.Все вопросы по телефону.,-0.28725254510991505,42,2017-03-26,1,552ed80d302b94023322db3f1baff7816314987ddda511ef6a87467670fe5cc3,229,0.0
14d655c54aa0,b34458f3ad25,16,41,0,6,3,32,32,Pull and bear jeans,"продаю джинсы pull and bear, б/у./
размер примерно W:34   L:34.",-0.2877785294813746,2,2017-03-28,1,3442130209967ccff49ca190ce8a3e23a3722dd2214ac1e2ac349c9516adcda6,232,0.0
be1fd7953304,937968110f1f,10,87,0,6,3,28,51,Куртка,"Куртка adidas,покупали за 9000 ₽.Состояние хорошее.Осень,весна .",-0.2859375841812662,32,2017-03-16,1,196a3b282ea14fe00e2da444e839a8eba07e785c46a26a56c07fa4bc0a8b4291,223,0.0
e90ef2b42674,593d1ee44ad9,17,157,0,2,0,28,58,Костюм Весна-осень,"Красивый комплект!!! Мягкий, пушистый!!!",-0.28747170526468985,10,2017-03-28,1,636bbe0b1f678fe620f2373a15a67d2687698f2062552387c7ca7c38729d4964,268,0.0
d92df8210d78,5018402654db,25,125,2,0,6,18,115,"Opel Zafira, 2010","OPEL Zafira В, семейный автомобиль, 7 местный, объёмный багажник, установлен подогрев двигателя 220v, торг.",0.1940231547755754,3,2017-03-26,1,6770b22f143a1586d8aa2083573eb1686382bb7e77b59f8e8398c87d42b6f3bb,63,0.0166599999999999
7d92d74be9fc,d4c88d1fc6de,12,120,0,6,2,40,39,Продам туфли,Продам четыре пары обуви за 2000 ! Состояние идеальное!!! Не торгуюсь и не разделяю пары! Есть 39 и 40 размеры!,-0.2863759044908158,25,2017-03-21,1,031d7c38054ca50f137f80c250e4323436b2de962723750c40a3cccb067214e3,149,0.0
660221e67fc7,788033426800,17,141,0,6,2,28,44,Распродажа пальто,"Пальто трендового кроя оверсайз. Можно носить с поясом и без. Итальянские ткани. Супер качество! /
/
При покупке доставка бесплатная!",-0.27682052174263394,29,2017-03-23,1,9529a662d29065dcc2af9722994cc03d8b80fd148ad6907d9af49f34c49123ae,229,0.12579
c3a0f22dc49a,55d02217f625,9,84,2,0,6,25,96,"Volkswagen Passat, 2008","Форсунки новые, ролики, ремень ГРМ  заменены, масла и фильтры заменены. Торг.  Сергей Викторович.",0.18525674858458288,7,2017-03-22,1,9ae74f3db65bf3566f9572f2d91570355245ccc63f590462133b799410868e55,11,0.0883299999999999
67f3a276c9bd,7649e505102e,22,160,0,2,0,28,59,Джинсовый комбинезон Глория джинс,В отличном состоянии. Очень красивый и удобный.,-0.2878661935432845,187,2017-03-21,1,4f40d6ac6159bef477ce7627197808d0820ad698bb64feef298cfc00b8a345c0,106,0.0
e11c6106f998,31bae1f786b7,26,172,0,2,0,26,59,Утеплённые джинсы 86,Утеплённые джинсы в прекрасном состоянии. 1 пара 300 рублей. Обе отдам за 500,-0.2878661935432845,91,2017-03-21,0,8a6489df271b550f9d11c76faf63cdbb962241177a0437d3252cf97a48ca9cdc,23,0.0
bb1daf7cd87c,4f8ee2958e22,16,138,1,4,5,1,120,"2-к квартира, 83 м², 2/16 эт.","дом 2008гп, дизайнерский ремонт, остается вся мебель и быт. техника.",7.163316076614645,9550,2017-03-16,2,04b81333d228b962905fe30893e772e9350aa614458333db4afdf5d4ee00755f,59,0.0
903d7496ab27,34ae82bb8177,4,40,0,6,2,40,37,Туфли,Туфли новые.размер38.,-0.28769086541946465,24,2017-03-17,1,69b2d47f9484259df62e965bcf197a76d9846dbcc70a79c00351c6abd24e14e6,113,0.0
90de6ad79bcd,c527c97b6871,0,17,0,6,3,28,56,Кожаная куртка 52 размера,продаю мужскую кожаную куртку 52 размера в отличном состоянии,-0.28751553729564483,19,2017-03-21,1,5e68482cdfefa702f2782987858c267abf57edc02f219aa2f92471f5adda0c3e,226,0.80323
0abfce0b472d,dce661148da9,10,87,0,2,0,40,21,Ботинки (котофей) весна 24 размер,Состояние очень хорошее!!,-0.28655123261463566,66,2017-03-26,1,99af20519157411ab1867187b94267e94103ac0123f62d4bd798384a6ca23a1e,261,0.0
94f68fdbd135,55d93c30a228,12,120,0,6,2,28,44,Пальто темно-коричневое,"Пальто на замке, не приталенное, очень комфортное и теплое.",-0.28681422480036545,35,2017-03-18,1,9f4d5d79e1f58355841d085de0d46afd961b9432c55497a53996d2d372bc7b59,155,0.0
781b89f50828,6d6dd684ce23,21,105,2,0,6,10,85,"Ford Focus, 2013",В отличном техническом состоянии! подробности по телефону! Я единственный собственник! Торг!,0.17210713929809407,260,2017-03-15,0,07404d79a9c8da903a8868729bf0f3bbd6c6491292726ba940fe4d32a135225b,15,0.7376
daeed3161fd9,8686f1f2f7b0,12,120,0,6,2,40,65,Massimo santini,"Состояние хорошее , Обувь из нубука",-0.2863759044908158,6,2017-03-17,1,334d11a67917464d160708da3056637f2bdaa66d7c8e883783bf5de0c1e3e144,139,0.0
0fcf7b362285,cd1364a3f59f,13,128,0,6,3,28,51,Парка Adidas,"Состояние хорошие, косяк на фото, покупал в меге за ( 9.000р )/
вырос, продаю в такую цену",-0.2846226232526173,10,2017-03-28,1,2e1925caac48313f878992f9d4c0fcaede31b90089232291a8382ab2782ca249,159,0.0
173de72a5fc1,7a4867f8e682,18,43,0,2,0,40,119,Резиновые сапожки,все вопросы по телефону.,-0.2878661935432845,44,2017-03-15,1,e6a557fd01b83127490f0f8d65ae46520151bcfe3a1a313c1e8eb00e3d6b4120,261,0.0
a0cff8607e3f,c2ea27791c2d,9,84,0,6,2,40,37,Новые кеды,"Новые фирменные кеды, производство США. Р. 37.",-0.2867265607384555,1367,2017-03-16,0,4da7076a8d6c11789b067985bbe60193371926125f2da2984b05047ecb9d4b45,105,0.80323
34d0d5ca2abe,56db645b99a8,11,112,0,6,2,43,44,Очень красивое беж-корич платье,"Продам очень красивое новое трикотажное платье  42р российского производителя ""Арт-Мари""(г.Новосибирск). Рукава и кокетка - гипюр. При росте 155см колени закрыты./
 Состав: 60%полиэстер, 35% вискоза, 5%лайкра",-0.28655123261463566,42,2017-03-20,0,796d0b251acf1e779580f5db76f81d916d3ef2ea3c2ab3d399408738b301ba8b,76,0.0
5c1330fc9b12,34bd4a853e6a,9,84,0,2,0,43,60,Юбка Зара,Юбка Зара. Б/у. Состояние новой вещи. Со вшитыми трусиками. В размер. С утяжкой.,-0.28760320135755474,44,2017-03-22,1,601af6900998aadbdeb27d1916db33319254e09873d68bce6707a52077065f62,250,0.0
26bc3a9db319,bb4311566892,11,49,0,6,2,45,44,Рубашка,"В хорошем состояние, одевалась несколько раз",-0.28769086541946465,5,2017-03-27,1,9efbff10eae3b2386d2adad70508fcd4c44b2cccc29ee7ce19c6fa55d94426f3,27,0.0
d16a7c420851,178337ba3803,26,172,0,6,2,40,38,Туфли Балетки,"Балетки одевала несколько раз, в идеальном состоянии. Размер в размер 38.",-0.2877785294813746,47,2017-03-18,1,31935242df45248577a28cc32dfbc5423a6726bf181dc981ccb2c6d644c15242,262,0.0
a5db52c70476,f2a319942ac9,8,76,0,6,2,28,66,Новый утепленный плащ 62 р,"Новый плащ на синтепоне, длинный, на высокую женщину./
Размер 62. Очень оригинальный фасон. Два наружных кармана, ворот и манжеты рукавов выделены серым в полоску цветом. Осенний/весенний плащ, рассчитан на погоду до - 10 градусов. Цена выставлена в 2 раза ниже, чем покупалось. Мне большой и длинный ( я среднего роста), поэтому продаю. Торг возможен.",-0.283745982633518,18,2017-03-23,1,ae865e766682206d4dce625b7228d119da0d52192eba60e549d49fb55b1b3778,154,0.0
31621c7dfca5,c734168b6729,7,69,0,6,2,39,44,Трусики танго,"Продам набор трусиков танго, немецкий размер 36, русский 42, S./
Набор из 10 шт, материал натуральный хлопок, очень хорошего качества, приятный к телу. Заказывала через интернет магазин, не подошли по размеру. Совсем новые, ни разу не одевала, только когда примеряла, при примерке одевались на нижнее белье. Фото с интернет магазина и свои",-0.286112912305086,23,2017-03-21,1,e927234769c8967a5657c1ce40ccfeab4bc7966e6d191b16c359cdc79a050434,174,0.19179
7ba6e4bc1a4e,b70bc10e32da,8,23,0,6,2,40,38,Женские полусапоги,Продам весенние женские полусапожки из натуральной кожи серого цвета. ТМ lisette. Б/у несколько раз.,-0.28769086541946465,36,2017-03-19,1,25869a2231718946e47c20c4c822e9b8939ba25f36b432c1f54b09cda340e43c,115,0.0
5ee13267fa95,582677c7518f,11,112,0,2,0,40,27,Ботинки (весна) котофей,"Натуральная кожа/замша, состояние хорошее",-0.2874278732337349,40,2017-03-26,1,86c486094b41410cb3389134d5aebc33ba7dbb3ac9d1cc7f93e681d332476d8c,131,0.0
d469608daec7,6097d1f86e8c,25,170,0,6,2,28,119,Норковая шапка,Улитка для мягкого норковая шапка имеются резиночки кулиска для подгона размера головы,-0.2863759044908158,33,2017-03-18,1,0b25933cf14cc1435a967a2424ad78108ef4484ce508fba1f438a1e54b44bc8c,81,0.0
cfe641618c42,63adaf701c83,13,128,0,6,3,28,119,Куртка софтшелл Salomon,"размер 50-52,52-54,",-0.27936277953802174,42,2017-03-23,1,5b2c6d15989a3480585192897e5f131d6944bf0ababa0e13714200795f2e75aa,158,0.0
ab72f92bd5eb,b1ad01358e56,6,6,0,6,2,43,44,Платье новое,"Шикарное платье , с открытой спиной. Не подошло по размеру.",-0.283745982633518,53,2017-03-22,1,a3d886cdddacf0bdfd83e98c7b89a1de90efaeabee41eea1b5b69f5b1e6b2295,95,0.0
c68609367785,0ebd50259d34,17,157,0,6,2,39,119,Тросики,Италия  (новые ),-0.28795385760519443,23,2017-03-19,1,005b20a02c748ed779ccded01789a08f34c3484fd4c97a2e6e78ce3ff08fa49e,172,0.0
6c983eaebf05,c140396c3107,6,66,0,2,0,40,35,Зимние сапоги (унтоваленки),"Унтоваленки фирмы ""Фома"" (Магнитогорская обувная фабрика), размер 35, в очень хорошем состоянии.",-0.28698955292418526,9,2017-03-27,1,d4b92c9191f12a35465caa5adbde4063e1c8cebb9777f973fc26a01d045152c7,136,0.0
3772b7414342,21a8739271ff,15,132,0,6,2,43,41,Платье,Платье в идеальном состоянии размер 42.,-0.28760320135755474,20,2017-03-22,1,d8d134745b42178a45bbaa54930afadfc7bd53fde1cc3164c3f6a35c1e5869df,97,0.0
cac680f423fa,2731eeccf363,19,26,1,4,5,0,120,"1-к квартира, 33 м², 1/5 эт.","В квартире установлены пластиковые окна, натяжной потолок, проведен теплый пол (электрический), так же есть балкон. Окна выходят на детскую площадку, а не на проезжую часть. В шаговой доступности почта, магазины, школа, садики, соц. защита, тц, кафе, парки. Продадим или обменяем на 2х, 3х к.кв. с нашей доплатой.",1.3336559596046056,22,2017-03-25,1,8fb6e404b173f749c852aeb0f11d7949c91179145670fb4300fe88aec4d745e8,46,0.0
945676221433,7a4219256c1b,12,24,0,2,0,28,119,Костюм для девочки,"Костюм на весну / осень. Рост 110 (можно носить при 104 и до 116)/
Состояние нового./
Без торга.",-0.28681422480036545,30,2017-03-24,1,c9c7b248dd1ac3698d5b89efe03971a8539e3753c998a57b3f7e03e810f5d3fb,268,0.0
5a7b9b10e392,c5722a45f52f,16,151,0,6,2,26,52,Штаны новые женские,Штаны женские со стразами новые ни разу не одевали размер 3XL,-0.2877785294813746,5,2017-03-21,1,e4851bf8642b870642799b02e86d2f6227963b9821ad4c89fd803af21695782f,193,0.0
566527d8fa4e,65f3d38f5078,1,15,2,0,6,27,53,"LADA 4x4 (Нива), 2002","Продам ниву в хорошем состоянии. инжектор,есть фаркоп, музыка на литье. интересует обмен",-0.169782702150615,77,2017-03-16,1,bd5c21af0099800a34cef813e14a171e1aa314a5c0250003efcdeffc23799e0c,270,0.47553
8492d4216036,52d1274a9e8e,17,157,0,2,0,40,30,Ботинки осень-весна,"Продаются ботинки из натуральной кожи осень - весна, по стельке 20 см.,размер 31.",-0.2878661935432845,5,2017-03-19,1,95d95b066e3123c8cfab4206f94cee1d68d83eccded9f2ae69f56c1971539287,221,0.0
308307e0fb65,5394f76109fe,0,17,0,6,2,40,37,Полусапожки,"Осенне-весенние полусапожки, размер 37. Высота каблука 10см. Возможен торг.",-0.28716488104800514,8,2017-03-16,1,750e89868bdb49364fe78452621a29b3b057757ae46b8e5cb42b5f7988314351,146,0.0
c9791ae311b7,28f62a12a93a,13,128,0,2,0,28,59,Красное пальто,"Продаю красное пальто для девочке. Размеры по спине  42, плечо 7, рукав 33. Шапочка в подарок.",-0.2877785294813746,47,2017-03-19,1,054df7945d4c735cfac239515c6b39e9e24bc259c63cc6bd5e01ba82395fc95d,267,0.0
a7521afaaad4,09ecfe4202c7,9,147,1,4,5,3,120,"5-к квартира, 24 м², 3/5 эт.","Квартира с видом на море в курортном районе. Чистовая отделка: выделен с/у, проведена электрика, оштукатурены стены, выполнена стяжка пола, сети разведены, установлен домофон. В квартире установлена качественная металлическая входная дверь, металлопластиковые окна.Фундамент — монолитная плита на сваях. Отделка подъезда из качественных современных материалов. Автономное отопление на природном газе, что значит комфорт при любой погоде и низкую плату за коммунальные услуги. Подключено спутниковое ТВ, проведена оптоволоконная связь. Парковка придомовая.В шаговой доступности объекты курортной инфраструктуры, пляж, кафе, рестораны, прогулочные улицы, дельфинарий, океанариум, а также магазины со всем необходимым. До моря – 20 минут пешком, до остановки общественного транспорта – 10 минут. Хорошая транспортная развязка, неподалеку проходит федеральная трасса.Имеется вся разрешительная и проектная документация, сдача комплекса в эксплуатацию и оформление в рег. палате - 2 квартал 2017 года.",1.4441126776111115,1220,2017-03-27,2,a66ffb906c69de1049ef6904629ea5ebb27c9f1dcb71dba46773f905158b361b,37,0.03187
3b606058355c,bb1ca1d7525e,5,44,0,6,3,40,45,Полуботинки,"На узкую ступню с малой полнотой , б\у 1 раз , на 42-43 размер ,куплены в  РЕСПЕКТЕ , с чеком и коробкой .",-0.283745982633518,20,2017-03-17,1,108988c300a928d407852e2581dfdf0dd5c68a1f0ec684c97b849acb62b6efad,221,0.0
88b1a06d1609,e27113a4e418,23,162,1,4,5,0,125,"1-к квартира, 40 м², 9/12 эт.","Продажа от подрядной организации, стоимость ниже чем у застройщика./
•  Единое закрытое пространство микрорайона/
•  Огороженные детские площадки и зоны отдыха/
•  Открытые гостевые и подземные паркинги/
•  Развитая инфраструктура. По соседству школа, продуктовые/
    и хозяйственные магазины, офис «Сбербанка»/
•  Удобная транспортная развязка/
 /
В вашей квартире:/
•  Улучшенная черновая отделка/
           – Ровная песчано-бетонная стяжка пола/
           – Выровненные стены, оштукатуренные под маяки/
           – Затирка потолочных швов/
•  Медная электропроводка с установкой розеток и выключателей/
•  Счетчик электроэнергии внутри квартиры/
•  Биметаллические радиаторы отопления с счетчиками тепла/
•  Полипропиленовые водопроводные стояки/
    с установленными счетчиками воды/
•  Пластиковые окна с двухкамерными стеклопакетами/
•  Остекление лоджий и балконов/
•  Металлическая входная дверь российского производства",1.3774879905595683,256,2017-03-16,0,c642c3cfe1bccc9d499cb36f5ae5e08dd079c56d109455c25c09be701d13ddb1,60,0.12384
6a8784328a1d,bdba0b3d0793,14,36,0,6,3,28,48,Куртка Adidas демисезонная,"Состояние: 5/5 /
2 боковых кармана, 1 внутренний /
Размер: S /
Покупалась в прошлом году /
Уместен разумный торг",-0.2846226232526173,4,2017-03-26,1,ba7983bf9488864e206d906c773eb46f73357f16112846f304cdb47cd2786a22,158,0.0
